Planeta,Metodo,NumPlanetas,PeriodoOrbital,SemiejeMayor,Excentricidad,Inclinacion,MasaJup,RadioJup,Densidad,Distancia,MagnitudOptica,TempEfectiva,MasaEstelar,RadioEstelar,TamanoPlaneta,DistanciaCat,EdadEstrellaCat,MetodoSimplificado,TipoOrbita,SesgoTamano
Kepler-274 b,Transit,2,11.634788,0.101,,,,0.137,,1172.0,15.035,6023.0,,1.01,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-274 c,Transit,2,33.197861,0.204,,,,0.164,,1172.0,15.035,6023.0,,1.01,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-275 b,Transit,3,10.300682,0.098,,,,0.209,,1818.0,15.319,6165.0,,1.38,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-275 c,Transit,3,16.088134,0.132,,,,0.302,,1818.0,15.319,6165.0,,1.38,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-275 d,Transit,3,35.676062,0.224,,,,0.297,,1818.0,15.319,6165.0,,1.38,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-276 b,Transit,3,14.12841,0.119,,,,0.256,,1326.0,15.368,6105.0,,1.05,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-276 c,Transit,3,31.884,,,,0.052,0.259,,1326.0,15.368,6105.0,,1.05,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-276 d,Transit,3,48.648,,,,0.051,0.25,,1326.0,15.368,6105.0,,1.05,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-277 b,Transit,2,17.324,,,,0.275,0.261,,859.0,13.42,5946.0,,1.65,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-277 c,Transit,2,33.006,,,,0.202,0.3,,859.0,13.42,5946.0,,1.65,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-278 b,Transit,2,30.160546,0.207,,,,0.363,,431.0,11.584,4991.0,,2.94,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-278 c,Transit,2,51.078775,0.294,,,,0.32,,431.0,11.584,4991.0,,2.94,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-279 b,Transit,3,12.309681,0.112,,,,0.323,,1223.0,13.659,6363.0,,1.75,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-279 c,Transit,3,35.736,,,,0.155,0.384,,1223.0,13.659,6363.0,,1.75,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-279 d,Transit,3,54.414,,,,0.118,0.277,,1223.0,13.659,6363.0,,1.75,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-28 b,Transit,2,5.9123,0.062,,,1.51,0.321,,472.0,15.036,4590.0,0.75,0.7,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-28 c,Transit,2,8.9858,0.081,,,1.36,0.303,,472.0,15.036,4590.0,0.75,0.7,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-280 b,Transit,2,2.139542,0.032,,,,0.129,,751.0,14.466,5744.0,,0.89,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-280 c,Transit,2,4.807091,0.056,,,,0.179,,751.0,14.466,5744.0,,0.89,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-281 b,Transit,2,14.646008,0.117,,,,0.252,,1276.0,15.773,5723.0,,0.9,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-281 c,Transit,2,36.337373,0.215,,,,0.474,,1276.0,15.773,5723.0,,0.9,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-282 b,Transit,4,9.220524,0.082,,,,0.09,,1048.0,15.204,5602.0,,0.9,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-282 c,Transit,4,13.638723,0.106,,,,0.107,,1048.0,15.204,5602.0,,0.9,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-282 d,Transit,4,24.806,,,,0.192,0.219,,1048.0,15.204,5602.0,,0.9,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-282 e,Transit,4,44.347,,,,0.177,0.277,,1048.0,15.204,5602.0,,0.9,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-283 b,Transit,2,11.008151,0.082,,,,0.19,,453.0,15.847,4351.0,,0.57,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-283 c,Transit,2,92.743711,0.341,,,,0.162,,453.0,15.847,4351.0,,0.57,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-284 b,Transit,2,12.699149,0.104,,,,0.2,,1219.0,15.824,5615.0,,0.81,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-284 c,Transit,2,37.514456,0.213,,,,0.233,,1219.0,15.824,5615.0,,0.81,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-285 b,Transit,2,2.633867,0.036,,,,0.12,,789.0,15.173,5411.0,,0.81,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-285 c,Transit,2,6.186676,0.064,,,,0.1,,789.0,15.173,5411.0,,0.81,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-286 b,Transit,4,1.796302,0.027,,,,0.111,,1281.0,15.587,5580.0,,0.86,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-286 c,Transit,4,3.468095,0.042,,,,0.122,,1281.0,15.587,5580.0,,0.86,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-286 d,Transit,4,5.914323,0.061,,,,0.119,,1281.0,15.587,5580.0,,0.86,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-286 e,Transit,4,29.221289,0.176,,,,0.158,,1281.0,15.587,5580.0,,0.86,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-287 b,Transit,2,20.342199,0.145,,,,0.208,,866.0,14.775,5806.0,,1.03,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-287 c,Transit,2,44.851896,0.246,,,,0.291,,866.0,14.775,5806.0,,1.03,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-288 b,Transit,3,6.097326,0.065,,,,0.149,,1176.0,15.151,5918.0,,1.09,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-288 c,Transit,3,19.305772,0.14,,,,0.254,,1176.0,15.151,5918.0,,1.09,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-288 d,Transit,3,56.633742,0.287,,,,0.238,,1176.0,15.151,5918.0,,1.09,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-289 b,Transit,3,34.545,0.21,,89.59,0.023,0.192,4.1,700.0,13.956,5990.0,1.08,1.0,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-289 c,Transit,3,125.8518,0.51,,89.794,0.42,1.034,0.47,700.0,13.956,5990.0,1.08,1.0,Mediano,Lejano,Media,Transito,Desconocida,Detectable
Kepler-289 d,Transit,3,66.0634,0.33,,89.73,0.013,0.239,1.2,700.0,13.956,5990.0,1.08,1.0,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-29 b,Transit,2,10.3384,,,,0.01419,0.299,0.65,1400.0,15.282,5701.0,0.98,0.93,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-29 c,Transit,2,13.2884,,,,0.01259,0.28,0.7,1400.0,15.282,5701.0,0.98,0.93,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-290 b,Transit,2,14.589347,0.11,,,,0.201,,741.0,15.596,5147.0,,0.74,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-290 c,Transit,2,36.77031,0.205,,,,0.241,,741.0,15.596,5147.0,,0.74,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-291 b,Transit,2,3.546511,0.047,,,,0.193,,1296.0,15.934,6002.0,,1.02,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-291 c,Transit,2,5.700786,0.065,,,,0.168,,1296.0,15.934,6002.0,,1.02,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-292 b,Transit,5,2.580827,0.035,,,,0.118,,1051.0,15.956,5299.0,,0.83,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-292 c,Transit,5,3.715335,0.045,,,,0.131,,1051.0,15.956,5299.0,,0.83,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-292 d,Transit,5,7.055679,0.068,,,,0.199,,1051.0,15.956,5299.0,,0.83,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-292 e,Transit,5,11.97901,0.097,,,,0.238,,1051.0,15.956,5299.0,,0.83,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-292 f,Transit,5,20.834237,0.141,,,,0.21,,1051.0,15.956,5299.0,,0.83,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-293 b,Transit,2,19.254196,0.144,,,,0.274,,1068.0,15.368,5804.0,,0.96,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-293 c,Transit,2,54.155743,0.286,,,,0.342,,1068.0,15.368,5804.0,,0.96,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-294 b,Transit,2,3.701212,0.048,,,,0.158,,1364.0,15.843,5913.0,,0.98,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-294 c,Transit,2,6.6264,0.071,,,,0.242,,1364.0,15.843,5913.0,,0.98,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-295 b,Transit,3,12.645164,0.099,,,,0.109,,630.0,14.447,5603.0,,0.9,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-295 c,Transit,3,21.526258,0.142,,,,0.104,,630.0,14.447,5603.0,,0.9,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-295 d,Transit,3,33.884054,0.192,,,,0.121,,630.0,14.447,5603.0,,0.9,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-296 b,Transit,5,10.864384,0.079,0.33,,,0.144,,226.0,15.921,3740.0,0.5,0.48,Pequeño,Medio,Fría,Transito,Moderada,Subdetectado
Kepler-296 c,Transit,5,5.8416366,0.0521,0.33,,,0.178,,226.0,15.921,3740.0,0.5,0.48,Pequeño,Medio,Fría,Transito,Moderada,Subdetectado
Kepler-296 d,Transit,5,19.850291,0.118,0.33,,,0.186,,226.0,15.921,3740.0,0.5,0.48,Pequeño,Medio,Fría,Transito,Moderada,Subdetectado
Kepler-296 e,Transit,5,34.14211,0.169,0.33,,,0.136,,226.0,15.921,3740.0,0.5,0.48,Pequeño,Medio,Fría,Transito,Moderada,Subdetectado
Kepler-296 f,Transit,5,63.33627,0.255,0.33,,,0.161,,226.0,15.921,3740.0,0.5,0.48,Pequeño,Medio,Fría,Transito,Moderada,Subdetectado
Kepler-297 b,Transit,2,38.871826,0.217,,,,0.256,,745.0,14.232,5619.0,,0.92,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-297 c,Transit,2,74.920137,0.336,,,,0.583,,745.0,14.232,5619.0,,0.92,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-298 b,Transit,3,10.475464,0.08,,,,0.175,,504.0,15.415,4465.0,,0.58,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-298 c,Transit,3,22.92881,0.136,,,,0.172,,504.0,15.415,4465.0,,0.58,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-298 d,Transit,3,77.473633,0.305,,,,0.223,,504.0,15.415,4465.0,,0.58,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-299 b,Transit,4,2.927128,0.04,,,,0.118,,1024.0,15.017,5617.0,,1.03,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-299 c,Transit,4,6.885875,0.07,,,,0.236,,1024.0,15.017,5617.0,,1.03,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-299 d,Transit,4,15.054786,0.118,,,,0.166,,1024.0,15.017,5617.0,,1.03,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-299 e,Transit,4,38.285489,0.22,,,,0.167,,1024.0,15.017,5617.0,,1.03,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-30 b,Transit,3,29.33434,0.18,0.042,90.179,0.036,0.348,1.02,1400.0,15.403,5498.0,0.99,0.95,Pequeño,Lejano,Media,Transito,Circular,Subdetectado
Kepler-30 c,Transit,3,60.323105,0.3,0.0111,90.323,2.01,1.097,1.88,1400.0,15.403,5498.0,0.99,0.95,Mediano,Lejano,Media,Transito,Circular,Detectable
Kepler-30 d,Transit,3,143.34394,0.5,0.022,89.841,0.073,0.785,0.19,1400.0,15.403,5498.0,0.99,0.95,Mediano,Lejano,Media,Transito,Circular,Subdetectado
Kepler-300 b,Transit,2,10.446347,0.094,,,,0.149,,872.0,14.201,5986.0,,0.9,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-300 c,Transit,2,40.714955,0.232,,,,0.201,,872.0,14.201,5986.0,,0.9,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-301 b,Transit,3,2.508553,0.036,,,,0.12,,742.0,14.271,5815.0,,0.9,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-301 c,Transit,3,5.419026,0.06,,,,0.12,,742.0,14.271,5815.0,,0.9,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-301 d,Transit,3,13.751243,0.112,,,,0.156,,742.0,14.271,5815.0,,0.9,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-302 b,Transit,2,30.184104,0.193,,,,0.362,,1433.0,15.505,5740.0,,1.22,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-302 c,Transit,2,127.282184,0.503,,,,1.111,,1433.0,15.505,5740.0,,1.22,Mediano,Lejano,Media,Transito,Desconocida,Detectable
Kepler-303 b,Transit,2,1.937055,0.024,,,,0.079,,175.0,14.39,3944.0,,0.48,Pequeño,Medio,Fría,Transito,Desconocida,Subdetectado
Kepler-303 c,Transit,2,7.061149,0.057,,,,0.102,,175.0,14.39,3944.0,,0.48,Pequeño,Medio,Fría,Transito,Desconocida,Subdetectado
Kepler-304 b,Transit,4,3.295709,0.039,,,,0.255,,483.0,14.84,4731.0,,0.69,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-304 c,Transit,4,5.315946,0.054,,,,0.194,,483.0,14.84,4731.0,,0.69,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-304 d,Transit,4,9.653471,0.08,,,,0.245,,483.0,14.84,4731.0,,0.69,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-304 e,Transit,4,1.49914695,,,,,0.107,,483.0,14.84,4731.0,,0.69,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-305 b,Transit,3,5.487,,,,0.033,0.321,,864.0,15.812,5100.0,,0.79,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-305 c,Transit,3,8.291,,,,0.019,0.294,,864.0,15.812,5100.0,,0.79,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-305 d,Transit,3,16.738661,0.121,,,,0.242,,864.0,15.812,5100.0,,0.79,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-306 b,Transit,4,4.646186,0.05,,,,0.136,,753.0,15.565,4954.0,,0.72,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-306 c,Transit,4,7.240193,0.067,,,,0.21,,753.0,15.565,4954.0,,0.72,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-306 d,Transit,4,17.326644,0.12,,,,0.22,,753.0,15.565,4954.0,,0.72,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-306 e,Transit,4,44.840975,0.227,,,,0.203,,753.0,15.565,4954.0,,0.72,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-307 b,Transit,2,10.4208,,,,0.02341,0.217,2.62,600.0,14.072,5367.0,0.91,0.81,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-307 c,Transit,2,13.0729,,,,0.01145,0.196,1.74,600.0,14.072,5367.0,0.91,0.81,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-308 b,Transit,2,9.694928,0.09,,,,0.189,,1284.0,15.809,5895.0,,0.94,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-308 c,Transit,2,15.38231,0.123,,,,0.193,,1284.0,15.809,5895.0,,0.94,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-309 b,Transit,2,5.923653,0.059,,,,0.139,,524.0,15.157,4713.0,,0.72,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-309 c,Transit,2,105.356383,0.401,,,,0.224,,524.0,15.157,4713.0,,0.72,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-31 b,Transit,3,20.8613,0.16,,,,0.491,,2100.0,15.237,6340.0,1.21,1.22,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-31 c,Transit,3,42.6318,0.26,,,4.7,0.473,,2100.0,15.237,6340.0,1.21,1.22,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-31 d,Transit,3,87.6451,0.4,,,6.8,0.348,,2100.0,15.237,6340.0,1.21,1.22,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-310 b,Transit,3,13.930698,0.111,,,,0.106,,634.0,14.279,5797.0,,0.88,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-310 c,Transit,3,56.47542,0.281,,,,0.302,,634.0,14.279,5797.0,,0.88,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-310 d,Transit,3,92.876125,0.392,,,,0.22,,634.0,14.279,5797.0,,0.88,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-311 b,Transit,2,9.176092,0.087,,,,0.152,,774.0,13.797,5905.0,,1.19,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-311 c,Transit,2,19.738286,0.145,,,,0.128,,774.0,13.797,5905.0,,1.19,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-312 b,Transit,2,1.772419,0.031,,,,0.115,,569.0,12.949,6115.0,,1.47,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-312 c,Transit,2,19.747412,0.153,,,,0.281,,569.0,12.949,6115.0,,1.47,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-313 b,Transit,2,14.970418,0.125,,,,0.226,,954.0,14.167,5727.0,,1.54,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-313 c,Transit,2,32.273273,0.208,,,,0.229,,954.0,14.167,5727.0,,1.54,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-314 b,Transit,2,2.461069,0.035,,,,0.074,,263.0,12.557,5378.0,,0.95,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-314 c,Transit,2,5.960392,0.064,,,,0.259,,263.0,12.557,5378.0,,0.95,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-315 b,Transit,2,96.101141,0.402,,,,0.336,,1112.0,15.321,5796.0,,1.04,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-315 c,Transit,2,265.469335,0.791,,,,0.37,,1112.0,15.321,5796.0,,1.04,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-316 b,Transit,2,2.240508,0.027,,,,0.095,,342.0,15.224,4204.0,,0.52,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-316 c,Transit,2,6.827766,0.058,,,,0.103,,342.0,15.224,4204.0,,0.52,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-317 b,Transit,2,5.524242,0.061,,,,0.186,,1220.0,15.377,5497.0,,0.94,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-317 c,Transit,2,8.77501,0.083,,,,0.153,,1220.0,15.377,5497.0,,0.94,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-318 b,Transit,2,4.662715,0.056,,,,0.42,,463.0,13.297,5746.0,,1.19,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-318 c,Transit,2,11.815007,0.105,,,,0.328,,463.0,13.297,5746.0,,1.19,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-319 b,Transit,3,4.362705,0.051,,,,0.145,,549.0,13.828,5526.0,,0.9,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-319 c,Transit,3,6.941357,0.069,,,,0.235,,549.0,13.828,5526.0,,0.9,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-319 d,Transit,3,31.781925,0.191,,,,0.204,,549.0,13.828,5526.0,,0.9,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-32 b,Transit,5,5.90124,0.05,,,4.1,0.196,,303.0,16.452,3900.0,0.58,0.53,Pequeño,Medio,Fría,Transito,Desconocida,Subdetectado
Kepler-32 c,Transit,5,8.7522,0.09,,,0.5,0.178,,303.0,16.452,3900.0,0.58,0.53,Pequeño,Medio,Fría,Transito,Desconocida,Subdetectado
Kepler-32 d,Transit,5,22.7802,0.13,,,,0.241,,303.0,16.452,3900.0,0.58,0.53,Pequeño,Medio,Fría,Transito,Desconocida,Subdetectado
Kepler-32 e,Transit,5,2.896,0.033,,,,0.134,,303.0,16.452,3900.0,0.58,0.53,Pequeño,Medio,Fría,Transito,Desconocida,Subdetectado
Kepler-32 f,Transit,5,0.74296,0.013,,,,0.073,,303.0,16.452,3900.0,0.58,0.53,Pequeño,Medio,Fría,Transito,Desconocida,Subdetectado
Kepler-320 b,Transit,2,8.371554,0.085,,,,0.102,,1022.0,13.474,6435.0,,1.11,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-320 c,Transit,2,17.934937,0.142,,,,0.122,,1022.0,13.474,6435.0,,1.11,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-321 b,Transit,2,4.915379,0.057,,,,0.158,,377.0,12.706,5740.0,,1.19,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-321 c,Transit,2,13.093921,0.11,,,,0.207,,377.0,12.706,5740.0,,1.19,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-322 b,Transit,2,1.653888,0.027,,,,0.09,,428.0,13.53,5388.0,,0.89,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-322 c,Transit,2,4.337234,0.051,,,,0.149,,428.0,13.53,5388.0,,0.89,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-323 b,Transit,2,1.678327,0.028,,,,0.128,,473.0,12.722,5987.0,,1.18,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-323 c,Transit,2,3.553822,0.046,,,,0.145,,473.0,12.722,5987.0,,1.18,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-324 b,Transit,2,4.385315,0.05,,,,0.102,,492.0,14.122,5194.0,,0.84,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-324 c,Transit,2,51.805612,0.26,,,,0.281,,492.0,14.122,5194.0,,0.84,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-325 b,Transit,3,4.544439,0.053,,,,0.26,,883.0,15.009,5752.0,,1.0,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-325 c,Transit,3,12.762172,0.105,,,,0.227,,883.0,15.009,5752.0,,1.0,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-325 d,Transit,3,38.715185,0.22,,,,0.249,,883.0,15.009,5752.0,,1.0,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-326 b,Transit,3,2.248329,0.032,,,,0.136,,355.0,13.693,5105.0,,0.8,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-326 c,Transit,3,4.580358,0.051,,,,0.125,,355.0,13.693,5105.0,,0.8,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-326 d,Transit,3,6.766888,0.066,,,,0.108,,355.0,13.693,5105.0,,0.8,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-327 b,Transit,3,2.549575,0.029,,,,0.099,,217.0,15.018,3799.0,,0.49,Pequeño,Medio,Fría,Transito,Desconocida,Subdetectado
Kepler-327 c,Transit,3,5.212333,0.047,,,,0.092,,217.0,15.018,3799.0,,0.49,Pequeño,Medio,Fría,Transito,Desconocida,Subdetectado
Kepler-327 d,Transit,3,13.969457,0.09,,,,0.154,,217.0,15.018,3799.0,,0.49,Pequeño,Medio,Fría,Transito,Desconocida,Subdetectado
Kepler-328 b,Transit,2,34.921,,,,0.09,0.205,,2078.0,15.674,5914.0,1.1,1.0,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-328 c,Transit,2,71.312,,,,0.124,0.482,,2078.0,15.674,5914.0,1.1,1.0,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-329 b,Transit,2,7.416397,0.061,,,,0.125,,338.0,15.434,4257.0,,0.52,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-329 c,Transit,2,18.684737,0.113,,,,0.172,,338.0,15.434,4257.0,,0.52,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-33 b,Transit,5,5.66793,0.0677,0.0,86.39,,0.155,,1113.0,13.988,5904.0,1.29,1.82,Pequeño,Lejano,Media,Transito,Circular,Subdetectado
Kepler-33 c,Transit,5,13.17562,0.1189,0.0,88.19,,0.285,,1113.0,13.988,5904.0,1.29,1.82,Pequeño,Lejano,Media,Transito,Circular,Subdetectado
Kepler-33 d,Transit,5,21.77596,0.1662,0.0,88.71,,0.477,,1113.0,13.988,5904.0,1.29,1.82,Pequeño,Lejano,Media,Transito,Circular,Subdetectado
Kepler-33 e,Transit,5,31.7844,0.2138,0.0,88.94,,0.359,,1113.0,13.988,5904.0,1.29,1.82,Pequeño,Lejano,Media,Transito,Circular,Subdetectado
Kepler-33 f,Transit,5,41.02902,0.2535,0.0,89.17,,0.398,,1113.0,13.988,5904.0,1.29,1.82,Pequeño,Lejano,Media,Transito,Circular,Subdetectado
Kepler-330 b,Transit,2,8.25978,0.075,,,,0.12,,686.0,15.261,5117.0,,0.72,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-330 c,Transit,2,15.955387,0.116,,,,0.174,,686.0,15.261,5117.0,,0.72,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-331 b,Transit,3,8.457496,0.065,,,,0.162,,626.0,15.862,4347.0,,0.49,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-331 c,Transit,3,17.28111,0.105,,,,0.164,,626.0,15.862,4347.0,,0.49,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-331 d,Transit,3,32.134328,0.159,,,,0.146,,626.0,15.862,4347.0,,0.49,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
